id,name,description,external_url,background_color,body,background,clothes_org,eyes,face,mouth_org,hat_org,special_org,clothes,hat,mouth,special
1332,AstarCat#1332,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Yellow,Overall Blue,Nouns Glasses,Meatbun,Mustache,Apricot Flower,None,Overall Blue,Apricot Flower,Mustache,None
1333,AstarCat#1333,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,Cloud T-shirt Orange,Squint,Yellow,Smoking,Sushi Tuna,None,Cloud T-shirt Orange,Sushi Tuna,Smoking,Smoking
1334,AstarCat#1334,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Rainbow,None,Embarrassed,Zombie,Fangs,Shark,Fish,None,Shark,Fangs,Fish
1335,AstarCat#1335,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Panda Costume,Squint,Blue,Neutral,Party Pink,Rabbit,Panda Costume,Party Pink,Neutral,Rabbit
1336,AstarCat#1336,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot Blue,Green,Sweater Green,Sunglasses,Robot Blue,Smoking,HeadBand Red,None,None,HeadBand Red,Smoking,Smoking
1337,AstarCat#1337,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Hoodie Blue,Dozing,Pink,Teeth,Party Blue,None,Hoodie Blue,Party Blue,Teeth,None
1338,AstarCat#1338,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Flower,Hoodie Yellow,Angry,Pink,Frown,Chef,Rocket,Hoodie Yellow,Chef,Frown,Rocket
1339,AstarCat#1339,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Green,Striped Shirt Gray,Laser Beam,Yellow,Teeth,Beret Blue,None,Striped Shirt Gray,Beret Blue,Teeth,Laser Beam
1340,AstarCat#1340,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Dark,Overall Blue,Hearts,Zombie,Squiggle,Pirate,Rainbow Rabbit,Overall Blue,Pirate,Squiggle,Rainbow Rabbit
1341,AstarCat#1341,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Green,Sailor Suit Purple,XX,Pink,Smile,Bandage,None,Sailor Suit Purple,Bandage,Smile,None
1342,AstarCat#1342,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Flower T-shirt Pink,Pixel Sunglasses,Yellow,Neutral,Beret Green,None,Flower T-shirt Pink,Beret Green,Neutral,None
1343,AstarCat#1343,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Striped Shirt Gray,Cry,Blue,Frown,Cap Red,None,Striped Shirt Gray,Cap Red,Frown,None
1344,AstarCat#1344,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Clouds,Cloud T-shirt Orange,Angry,Pink,Bitter Smile,Silk Hat Pink,Rabbit,Cloud T-shirt Orange,Silk Hat Pink,Bitter Smile,Rabbit
1345,AstarCat#1345,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Yellow,Hoodie Blue,Happy,Blue,Teeth,Party Blue,None,Hoodie Blue,Party Blue,Teeth,None
1346,AstarCat#1346,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dark,Hoodie Green,Sunglasses,Blue,Surprised,Sushi Egg,None,Hoodie Green,Sushi Egg,Surprised,None
1347,AstarCat#1347,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Sparkle,Shirt Beige,Sleepy,Blue,Alien,Beret Red,Ghost,Shirt Beige,Beret Red,Alien,Ghost
1348,AstarCat#1348,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Yellow,Track Suit Red,Heart Glasses,Blue,Chewing Gum,Pancake,Ghost,Track Suit Red,Pancake,Chewing Gum,Ghost
1349,AstarCat#1349,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Flower,Dot T-shirt Orange,Wink,Blue,Surprised,Knitted Hat Purple,None,Dot T-shirt Orange,Knitted Hat Purple,Surprised,None
1350,AstarCat#1350,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Cat Costume,Sunglasses,Yellow,Surprised,Sauna Hat Gray,None,Cat Costume,Sauna Hat Gray,Surprised,None
1351,AstarCat#1351,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Kimono Pink,Sunglasses,Blue,Frown,Golden Apple,Froggy,Kimono Pink,Golden Apple,Frown,Froggy
1352,AstarCat#1352,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Snow,Sweater Red,XX,Pink,Yammy,Halo,None,Sweater Red,Halo,Yammy,None
1353,AstarCat#1353,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Cloud T-shirt Purple,3D Glasses,Yellow,Uhh,HeadBand Blue,Rabbit,Cloud T-shirt Purple,HeadBand Blue,Uhh,Rabbit
1354,AstarCat#1354,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Pink,Sailor Suit Pink,Happy,Yellow,Huh,Apple,Ghost,Sailor Suit Pink,Apple,Huh,Ghost
1355,AstarCat#1355,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Pink,Hoodie Orange,Angry,Zombie,Beam Chum,Apricot Flower,None,Hoodie Orange,Apricot Flower,Beam Chum,None
1356,AstarCat#1356,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Neon,Overall Blue,Happy,Yellow,Teeth,Antenna,None,Overall Blue,Antenna,Teeth,None
1357,AstarCat#1357,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Orange,Uniform Orange,Zombie,Blue,Happy,Sushi Tuna,None,Uniform Orange,Sushi Tuna,Happy,None
1358,AstarCat#1358,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Purple,None,Smirk,Transparent,Tongue,HeadBand Red,Froggy,None,HeadBand Red,Tongue,Froggy
1359,AstarCat#1359,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Flower,None,Neutral,Blue,Surprised,Sheep,None,None,Sheep,Surprised,None
1360,AstarCat#1360,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Yellow,Sweater Red,Smirk,Blue,Teeth,Cap Yellow,None,Sweater Red,Cap Yellow,Teeth,None
1361,AstarCat#1361,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Sailor Suit Blue,Angry,Yellow,Surprised,Cherry,None,Sailor Suit Blue,Cherry,Surprised,None
1362,AstarCat#1362,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Blue,Scarf Blue,Sunglasses,Transparent,Uhh,Wreath,None,Scarf Blue,Wreath,Uhh,None
1363,AstarCat#1363,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Heart T-shirt Blue,Star Glasses,Yellow,Frown,Sauna Hat Gray,None,Heart T-shirt Blue,Sauna Hat Gray,Frown,None
1364,AstarCat#1364,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Shirt Mint,Hearts,Pink,UWU,Silk Hat White,None,Shirt Mint,Silk Hat White,UWU,None
1365,AstarCat#1365,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Heart,Flower T-shirt Purple,Sleepy,Meatbun,Uhh,Chef,None,Flower T-shirt Purple,Chef,Uhh,None
1366,AstarCat#1366,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Flower,Cloud T-shirt Pink,Neutral,Pink,Teeth,Crown,None,Cloud T-shirt Pink,Crown,Teeth,None
1367,AstarCat#1367,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Checked Shirt Blue,Wink,Yellow,Surprised,None,None,Checked Shirt Blue,None,Surprised,None
1368,AstarCat#1368,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Orange,Dot T-shirt Orange,Embarrassed,Blue,Mask,Dog,None,Dot T-shirt Orange,Dog,Mask,None
1369,AstarCat#1369,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Yellow,Dot T-shirt Purple,Happy,Blue,Smoking,Sauna Hat Green,None,Dot T-shirt Purple,Sauna Hat Green,Smoking,Smoking
1370,AstarCat#1370,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Pink,Hoodie Red,Dozing,Pink,Tongue,Party Pink,None,Hoodie Red,Party Pink,Tongue,None
1371,AstarCat#1371,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Dark,Heart T-shirt Green,Sunglasses,Zombie,Tongue,Silk Hat White,Rocket,Heart T-shirt Green,Silk Hat White,Tongue,Rocket
1372,AstarCat#1372,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Purple,Hoodie Yellow,Squint,Transparent,Squiggle,Wreath,Ghost,Hoodie Yellow,Wreath,Squiggle,Ghost
1373,AstarCat#1373,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Cloud T-shirt Orange,Angry,Yellow,Yammy,Wizard,Shuriken,Cloud T-shirt Orange,Wizard,Yammy,Shuriken
1374,AstarCat#1374,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Overall Navy,Cry,Yellow,Teeth,Silk Hat Navy,None,Overall Navy,Silk Hat Navy,Teeth,None
1375,AstarCat#1375,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Heart,Overall Blue,Angry,Blue,Mask,Pirate,None,Overall Blue,Pirate,Mask,None
1376,AstarCat#1376,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Dot,Hoodie Yellow,Happy,Meatbun,Smoking,Knitted Hat Blue,Shuriken,Hoodie Yellow,Knitted Hat Blue,Smoking,Smoking
1377,AstarCat#1377,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Purple,Hoodie Orange,Staring,Pink,Chewing Gum,Chef,Duck,Hoodie Orange,Chef,Chewing Gum,Duck
1378,AstarCat#1378,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Pink,Flower T-shirt Orange,Happy,Pink,Smoking,Bandage,None,Flower T-shirt Orange,Bandage,Smoking,Smoking
1379,AstarCat#1379,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Heart,Dot T-shirt Orange,Hearts,Blue,Smoking,Party Pink,None,Dot T-shirt Orange,Party Pink,Smoking,Smoking
1380,AstarCat#1380,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Rainbow,Dot T-shirt Orange,Dozing,Yellow,Smoking,Snot Bubble,Mouse,Dot T-shirt Orange,Snot Bubble,Smoking,Smoking
1381,AstarCat#1381,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Suit Pink,Happy,Yellow,Neutral,Antenna,None,Suit Pink,Antenna,Neutral,None
1382,AstarCat#1382,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Purple,Dot T-shirt Purple,Happy,Transparent,Neutral,Horn,Shuriken,Dot T-shirt Purple,Horn,Neutral,Shuriken
1383,AstarCat#1383,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Snow,Hoodie Orange,Neutral,Blue,Happy,Sauna Hat Yellow,Duck,Hoodie Orange,Sauna Hat Yellow,Happy,Duck
1384,AstarCat#1384,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Frilled Ribbon Pink,Wink,Pink,Neutral,Horn,Rabbit,Frilled Ribbon Pink,Horn,Neutral,Rabbit
1385,AstarCat#1385,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Ghost,Smirk,Pink,Yammy,Beret Red,Ghost,Ghost,Beret Red,Yammy,Ghost
1386,AstarCat#1386,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Track Suit Gray,Happy,Blue,Smile,Sushi Egg,Ghost,Track Suit Gray,Sushi Egg,Smile,Ghost
1387,AstarCat#1387,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Dot,Shirt Pink,Happy,Yellow,Mustache,Sprout,None,Shirt Pink,Sprout,Mustache,None
1388,AstarCat#1388,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Dark,Rain Coat Pink,Hero Mask,Yellow,Squiggle,Knitted Hat Blue,None,Rain Coat Pink,Knitted Hat Blue,Squiggle,None
1389,AstarCat#1389,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Striped Shirt Blue,XX,Blue,Teeth,Ninja,None,Striped Shirt Blue,Ninja,Teeth,None
1390,AstarCat#1390,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Track Suit Gray,Sleepy,Yellow,Yay,Party Pink,None,Track Suit Gray,Party Pink,Yay,None
1391,AstarCat#1391,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Purple,Suit Pink,Sparkle,Pink,Tongue,Horn,None,Suit Pink,Horn,Tongue,None
1392,AstarCat#1392,AstarCats info,https://astar-cats.xyz/,FFFFFF,Alien,Snow,Shirt Beige,Sleepy,Alien,Frown,Silk Hat White,None,Shirt Beige,Silk Hat White,Frown,None
1393,AstarCat#1393,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Green,Sweater Red,Embarrassed,Yellow,Happy,Cap Blue,Shuriken,Sweater Red,Cap Blue,Happy,Shuriken
1394,AstarCat#1394,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Dot T-shirt Blue,Wink,Pink,Squiggle,Sushi Tuna,None,Dot T-shirt Blue,Sushi Tuna,Squiggle,None
1395,AstarCat#1395,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Yellow,Frilled Ribbon Pink,Neutral,Meatbun,Tongue,Sauna Hat Gray,None,Frilled Ribbon Pink,Sauna Hat Gray,Tongue,None
1396,AstarCat#1396,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Striped Shirt Purple,Cry,Pink,Huh,Party Blue,None,Striped Shirt Purple,Party Blue,Huh,None
1397,AstarCat#1397,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Cloud T-shirt Pink,Embarrassed,Yellow,Squiggle,Ribbon Yellow,Fish,Cloud T-shirt Pink,Ribbon Yellow,Squiggle,Fish
1398,AstarCat#1398,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Yellow,Shirt White,Cry,Blue,Neutral,Beret Green,None,Shirt White,Beret Green,Neutral,None
1399,AstarCat#1399,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Pink,Float Yellow,XX,Blue,Mustache,Sauna Hat Green,None,Float Yellow,Sauna Hat Green,Mustache,Float Yellow
1400,AstarCat#1400,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,None,Wink,Yellow,Surprised,Apple,Duck,None,Apple,Surprised,Duck
1401,AstarCat#1401,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Purple,Suit Yellow,Sunglasses,Meatbun,Uhh,Knitted Hat Red,Ghost,Suit Yellow,Knitted Hat Red,Uhh,Ghost
1402,AstarCat#1402,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Flower T-shirt Green,XX,Pink,Beam Chum,Pirate,Rocket,Flower T-shirt Green,Pirate,Beam Chum,Rocket
1403,AstarCat#1403,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dot,Cloud T-shirt Purple,Pixel Sunglasses,Pink,UWU,Sauna Hat Green,None,Cloud T-shirt Purple,Sauna Hat Green,UWU,None
1404,AstarCat#1404,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Pink,Track Suit Red,Sunglasses,Meatbun,Surprised,HeadBand Blue,None,Track Suit Red,HeadBand Blue,Surprised,None
1405,AstarCat#1405,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Pink,Sailor Suit Purple,Squint,Yellow,Surprised,Flower,None,Sailor Suit Purple,Flower,Surprised,None
1406,AstarCat#1406,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Dark,Sweater Orange,Sparkle,Zombie,Neutral,Knitted Hat Purple,None,Sweater Orange,Knitted Hat Purple,Neutral,None
1407,AstarCat#1407,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Orange,Kimono Yellow,Cry,Yellow,Smoking,HeadBand Red,None,Kimono Yellow,HeadBand Red,Smoking,Smoking
1408,AstarCat#1408,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Checked Shirt Orange,XX,Blue,UWU,Bear,None,Checked Shirt Orange,Bear,UWU,None
1409,AstarCat#1409,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dark,Overall Beige,Heart Glasses,Pink,Surprised,Unicorn,None,Overall Beige,Unicorn,Surprised,None
1410,AstarCat#1410,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Pink,Striped Shirt Mint,Tired,Blue,Tongue,HeadBand Red,None,Striped Shirt Mint,HeadBand Red,Tongue,None
1411,AstarCat#1411,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Heart T-shirt Green,Embarrassed,Blue,Surprised,Ninja,None,Heart T-shirt Green,Ninja,Surprised,None
1412,AstarCat#1412,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Sparkle,Flower T-shirt Green,Tired,Blue,Neutral,Apricot Flower,Fish,Flower T-shirt Green,Apricot Flower,Neutral,Fish
1413,AstarCat#1413,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Flower,Sailor Suit Purple,XX,Zombie,Yammy,Sprout,None,Sailor Suit Purple,Sprout,Yammy,None
1414,AstarCat#1414,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Purple,Shirt Pink,Cry,Yellow,Frown,Wreath,None,Shirt Pink,Wreath,Frown,None
1415,AstarCat#1415,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Flower,Cloud T-shirt Purple,Wink,Zombie,Smirk,Knitted Hat Purple,Duck,Cloud T-shirt Purple,Knitted Hat Purple,Smirk,Duck
1416,AstarCat#1416,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot Blue,Green,Sheep Costume,Sunglasses,Robot Blue,Smoking,Beret Blue,None,None,Beret Blue,Smoking,Smoking
1417,AstarCat#1417,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Float Blue,Sleepy,Pink,UWU,Ninja,Rocket,Float Blue,Ninja,UWU,Float Blue
1418,AstarCat#1418,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Dot,Suit Yellow,Hearts,Pink,Smile,Party Blue,Froggy,Suit Yellow,Party Blue,Smile,Froggy
1419,AstarCat#1419,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Sparkle,Striped Shirt Purple,Tired,Yellow,Chewing Gum,Silk Hat Pink,None,Striped Shirt Purple,Silk Hat Pink,Chewing Gum,None
1420,AstarCat#1420,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Dot T-shirt Orange,Star Glasses,Blue,UWU,Pancake,Ghost,Dot T-shirt Orange,Pancake,UWU,Ghost
1421,AstarCat#1421,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Blue,Cloud T-shirt Blue,Sleepy,Pink,Yammy,Sauna Hat Green,None,Cloud T-shirt Blue,Sauna Hat Green,Yammy,None
1422,AstarCat#1422,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Clouds,None,Smirk,Yellow,Smoking,Halo,Fish,None,Halo,Smoking,Smoking
1423,AstarCat#1423,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Green,Dot T-shirt Purple,Star Glasses,Yellow,Smoking,Horn,Shuriken,Dot T-shirt Purple,Horn,Smoking,Smoking
1424,AstarCat#1424,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Galaxy,Uniform Red,Smirk,Blue,Neutral,Cherry,None,Uniform Red,Cherry,Neutral,None
1425,AstarCat#1425,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Orange,Dot T-shirt Blue,Sunglasses,Gold,Smoking,Beret Red,None,Dot T-shirt Blue,Beret Red,Smoking,Smoking
1426,AstarCat#1426,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Night,Shirt Beige,Staring,Zombie,Happy,Cat,None,Shirt Beige,Cat,Happy,None
1427,AstarCat#1427,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Clouds,Dot T-shirt Pink,Wink,Zombie,Surprised,Cap Blue,None,Dot T-shirt Pink,Cap Blue,Surprised,None
1428,AstarCat#1428,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Green,Shirt Pink,Angry,Pink,Squiggle,Silk Hat Pink,None,Shirt Pink,Silk Hat Pink,Squiggle,None
1429,AstarCat#1429,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Flower,Heart T-shirt Yellow,Staring,Zombie,Yay,Cap Red,Rocket,Heart T-shirt Yellow,Cap Red,Yay,Rocket
1430,AstarCat#1430,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Flower,Bunny Costume,Dozing,Yellow,Fangs,None,None,Bunny Costume,None,Fangs,None
1431,AstarCat#1431,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Purple,Flower T-shirt Purple,Cry,Pink,Uhh,Lion,Shuriken,Flower T-shirt Purple,Lion,Uhh,Shuriken
1432,AstarCat#1432,AstarCats info,https://astar-cats.xyz/,FFFFFF,Robot White,Flower,Sweater Orange,Sparkle,Robot White,Mustache,Ghost,None,None,Ghost,Mustache,None
1433,AstarCat#1433,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Hoodie Blue,Wink,Pink,UWU,Horn,None,Hoodie Blue,Horn,UWU,None
1434,AstarCat#1434,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Cloud T-shirt Blue,XX,Pink,Smoking,Sushi Tuna,None,Cloud T-shirt Blue,Sushi Tuna,Smoking,Smoking
1435,AstarCat#1435,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Mountain,Checked Shirt Blue,Angry,Yellow,Yay,HeadBand Blue,Rabbit,Checked Shirt Blue,HeadBand Blue,Yay,Rabbit
1436,AstarCat#1436,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Rain,Float Pink,Tired,Pink,Smoking,Pirate,None,Float Pink,Pirate,Smoking,Float Pink
1437,AstarCat#1437,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dot,Dot T-shirt Blue,Sparkle,Blue,Smirk,Sauna Hat Gray,None,Dot T-shirt Blue,Sauna Hat Gray,Smirk,None
1438,AstarCat#1438,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Striped Shirt Yellow,Wink,Blue,UWU,Apple,None,Striped Shirt Yellow,Apple,UWU,None
1439,AstarCat#1439,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Purple,Overall Beige,XX,Pink,UWU,Chef,None,Overall Beige,Chef,UWU,None
1440,AstarCat#1440,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Blue,Dot T-shirt Green,Tired,Yellow,Yammy,Cap Yellow,Mouse,Dot T-shirt Green,Cap Yellow,Yammy,Mouse
1441,AstarCat#1441,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Flower T-shirt Orange,XX,Blue,Happy,Silk Hat Pink,None,Flower T-shirt Orange,Silk Hat Pink,Happy,None
1442,AstarCat#1442,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Green,Cloud T-shirt Purple,3D Glasses,Pink,Huh,HeadBand Blue,None,Cloud T-shirt Purple,HeadBand Blue,Huh,None
1443,AstarCat#1443,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Suit Yellow,Cry,Yellow,Uhh,Apple,None,Suit Yellow,Apple,Uhh,None
1444,AstarCat#1444,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Purple,Cloud T-shirt Blue,Hearts,Zombie,Happy,Beret Green,Fish,Cloud T-shirt Blue,Beret Green,Happy,Fish
1445,AstarCat#1445,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Orange,Suit Blue,Tired,Pink,Neutral,Silk Hat Pink,None,Suit Blue,Silk Hat Pink,Neutral,None
1446,AstarCat#1446,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Dark,Checked Shirt Orange,Sunglasses,Blue,Neutral,Sprout,None,Checked Shirt Orange,Sprout,Neutral,None
1447,AstarCat#1447,AstarCats info,https://astar-cats.xyz/,FFFFFF,Transparent,Neon,Sheep Costume,Cry,Transparent,Teeth,Flower,None,Sheep Costume,Flower,Teeth,None
1448,AstarCat#1448,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Yellow,Float Pink,Dozing,Pink,Smoking,Nightcap Purple,None,Float Pink,Nightcap Purple,Smoking,Float Pink
1449,AstarCat#1449,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Pink,Heart T-shirt Pink,Smirk,Blue,Tongue,Nightcap Purple,Froggy,Heart T-shirt Pink,Nightcap Purple,Tongue,Froggy
1450,AstarCat#1450,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Heart,Striped Shirt Yellow,Dozing,Yellow,Squiggle,HeadBand Red,None,Striped Shirt Yellow,HeadBand Red,Squiggle,None
1451,AstarCat#1451,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Purple,Cloud T-shirt Pink,Wink,Blue,Smile,Silk Hat Pink,Rabbit,Cloud T-shirt Pink,Silk Hat Pink,Smile,Rabbit
1452,AstarCat#1452,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Dot T-shirt Blue,Sunglasses,Yellow,Surprised,HeadBand Red,None,Dot T-shirt Blue,HeadBand Red,Surprised,None
1453,AstarCat#1453,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Green,Sweater Red,Tired,Blue,Teeth,Apple,Fish,Sweater Red,Apple,Teeth,Fish
1454,AstarCat#1454,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Rain,Flower T-shirt Green,Squint,Zombie,Yay,Eyepatch,None,Flower T-shirt Green,Eyepatch,Yay,None
1455,AstarCat#1455,AstarCats info,https://astar-cats.xyz/,FFFFFF,Yellow,Yellow,Flower T-shirt Blue,Sleepy,Yellow,Frown,Sauna Hat Yellow,Rocket,Flower T-shirt Blue,Sauna Hat Yellow,Frown,Rocket
1456,AstarCat#1456,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Green,Cloud T-shirt Purple,Happy,Pink,Surprised,Nightcap Orange,None,Cloud T-shirt Purple,Nightcap Orange,Surprised,None
1457,AstarCat#1457,AstarCats info,https://astar-cats.xyz/,FFFFFF,Meatbun,Clouds,Cloud T-shirt Green,Neutral,Meatbun,Happy,Cap Red,Angel Blue,Cloud T-shirt Green,Cap Red,Happy,Angel Blue
1458,AstarCat#1458,AstarCats info,https://astar-cats.xyz/,FFFFFF,Gold,Blue,Dot T-shirt Green,Pixel Sunglasses,Gold,Teeth,Sushi Egg,None,Dot T-shirt Green,Sushi Egg,Teeth,None
1459,AstarCat#1459,AstarCats info,https://astar-cats.xyz/,FFFFFF,Pink,Heart,Heart T-shirt Green,Sunglasses,Pink,Uhh,Snot Bubble,None,Heart T-shirt Green,Snot Bubble,Uhh,None
1460,AstarCat#1460,AstarCats info,https://astar-cats.xyz/,FFFFFF,Zombie,Orange,Striped Shirt Purple,Dozing,Zombie,Yammy,Apricot Flower,None,Striped Shirt Purple,Apricot Flower,Yammy,None
1461,AstarCat#1461,AstarCats info,https://astar-cats.xyz/,FFFFFF,Blue,Blue,Flower T-shirt Purple,Hero Mask,Blue,Bitter Smile,Chef,None,Flower T-shirt Purple,Chef,Bitter Smile,None
